"","COI.0421.1Prt.Dn.2","COI.0421.1Prt.Up.1","COI.0421.1Prt.Up.3","Delta.1m1.072021","Delta.1m2.072021","Delta.1m3.072021","MBT.1m1.072021"
"NA__NA__NA__NA__NA__NA__NA__Seq_8488",0,0,0,0,7,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8489",0,0,0,0,7,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8490",0,0,0,0,7,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8491",0,0,0,0,7,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8492",0,0,0,0,7,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8493",0,0,0,0,7,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8494",0,0,0,0,7,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8495",0,0,0,0,7,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8496",0,0,0,0,7,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8497",0,0,0,0,7,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8498",0,0,0,0,7,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8499",0,0,0,0,7,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8500",0,0,0,0,7,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8501",0,0,0,0,7,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8502",0,0,0,0,7,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8503",0,0,0,0,7,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8504",0,0,0,0,7,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8505",0,0,0,0,6,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8506",0,0,0,0,6,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8507",0,0,0,0,6,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8508",0,0,0,0,6,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8509",0,0,0,0,6,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8510",0,0,0,0,6,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8511",0,0,0,0,6,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8512",0,0,0,0,6,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8513",0,0,0,0,6,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8514",0,0,0,0,6,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8515",0,0,0,0,6,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8516",0,0,0,0,6,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8517",0,0,0,0,6,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8518",0,0,0,0,6,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8519",0,0,0,0,6,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8520",0,0,0,0,6,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8521",0,0,0,0,6,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8522",0,0,0,0,6,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8523",0,0,0,0,5,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8524",0,0,0,0,5,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8525",0,0,0,0,5,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8526",0,0,0,0,5,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8527",0,0,0,0,5,0,0
"NA__Bacillariophyta__NA__NA__NA__NA__NA__Seq_8528",0,0,0,0,5,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8529",0,0,0,0,5,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8530",0,0,0,0,5,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8531",0,0,0,0,5,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8532",0,0,0,0,5,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8533",0,0,0,0,5,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8534",0,0,0,0,5,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8535",0,0,0,0,5,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8536",0,0,0,0,5,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8537",0,0,0,0,5,0,0
"NA__Bacillariophyta__NA__NA__NA__NA__NA__Seq_8538",0,0,0,0,5,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8539",0,0,0,0,5,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8540",0,0,0,0,5,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8541",0,0,0,0,5,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8542",0,0,0,0,5,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8543",0,0,0,0,5,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8544",0,0,0,0,4,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8545",0,0,0,0,4,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8546",0,0,0,0,4,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8547",0,0,0,0,4,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8548",0,0,0,0,4,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8549",0,0,0,0,4,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8550",0,0,0,0,4,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8551",0,0,0,0,4,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8552",0,0,0,0,4,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8553",0,0,0,0,4,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8554",0,0,0,0,4,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8555",0,0,0,0,4,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8556",0,0,0,0,4,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8557",0,0,0,0,4,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8558",0,0,0,0,4,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8559",0,0,0,0,4,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8560",0,0,0,0,4,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8561",0,0,0,0,4,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8562",0,0,0,0,4,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8563",0,0,0,0,4,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8564",0,0,0,0,4,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8565",0,0,0,0,4,0,0
"NA__Bacillariophyta__NA__NA__NA__NA__NA__Seq_8566",0,0,0,0,3,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8567",0,0,0,0,3,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8568",0,0,0,0,3,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8569",0,0,0,0,3,0,0
"NA__Bacillariophyta__NA__NA__NA__NA__NA__Seq_8570",0,0,0,0,3,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8571",0,0,0,0,3,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8572",0,0,0,0,3,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8573",0,0,0,0,3,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8574",0,0,0,0,3,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8575",0,0,0,0,3,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8576",0,0,0,0,3,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8577",0,0,0,0,3,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8578",0,0,0,0,3,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8579",0,0,0,0,3,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8580",0,0,0,0,3,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8581",0,0,0,0,3,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8582",0,0,0,0,3,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8583",0,0,0,0,3,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8584",0,0,0,0,3,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8585",0,0,0,0,3,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8586",0,0,0,0,3,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8587",0,0,0,0,3,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8588",0,0,0,0,2,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8589",0,0,0,0,2,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8590",0,0,0,0,2,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8591",0,0,0,0,2,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8592",0,0,0,0,2,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8593",0,0,0,0,2,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8594",0,0,0,0,2,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8595",0,0,0,0,2,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8596",0,0,0,0,2,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8597",0,0,0,0,2,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8598",0,0,0,0,2,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8599",0,0,0,0,2,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8600",0,0,0,0,2,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8601",0,0,0,0,2,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8602",0,0,0,0,2,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8603",0,0,0,0,2,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8604",0,0,0,0,2,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8605",0,0,0,0,2,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8606",0,0,0,0,2,0,0
"NA__NA__Dinophyceae__NA__NA__NA__NA__Seq_8607",0,0,0,0,1,0,0
"NA__Bacillariophyta__NA__NA__NA__NA__NA__Seq_8608",0,0,0,0,0,784,673
"NA__Bacillariophyta__NA__NA__NA__NA__NA__Seq_8609",0,0,0,0,0,1229,0
"Metazoa__Cnidaria__Hydrozoa__Leptothecata__Campanulariidae__NA__NA__Seq_8610",0,0,0,0,0,886,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8611",0,0,0,0,0,653,0
"Metazoa__Cnidaria__Scyphozoa__NA__NA__NA__NA__Seq_8612",0,0,0,0,0,354,265
"NA__NA__NA__NA__NA__NA__NA__Seq_8613",0,0,0,0,0,419,120
"NA__NA__NA__NA__NA__NA__NA__Seq_8614",0,0,0,0,0,191,139
"NA__Bacillariophyta__NA__NA__NA__NA__NA__Seq_8615",0,0,0,0,0,326,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8616",0,0,0,0,0,216,90
"NA__NA__NA__NA__NA__NA__NA__Seq_8617",0,0,0,0,0,305,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8618",0,0,0,0,0,300,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8619",0,0,0,0,0,281,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8620",0,0,0,0,0,269,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8621",0,0,0,0,0,248,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8622",0,0,0,0,0,134,112
"NA__NA__NA__NA__NA__NA__NA__Seq_8623",0,0,0,0,0,121,123
"NA__NA__NA__NA__NA__NA__NA__Seq_8624",0,0,0,0,0,138,91
"NA__NA__NA__NA__NA__NA__NA__Seq_8625",0,0,0,0,0,111,116
"NA__NA__NA__NA__NA__NA__NA__Seq_8626",0,0,0,0,0,220,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8627",0,0,0,0,0,145,59
"NA__NA__NA__NA__NA__NA__NA__Seq_8628",0,0,0,0,0,178,0
"NA__NA__Raphidophyceae__Chattonellales__Chattonellaceae__Heterosigma__Heterosigma akashiwo__Seq_8629",0,0,0,0,0,177,0
"NA__Bacillariophyta__NA__NA__NA__NA__NA__Seq_8630",0,0,0,0,0,177,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8631",0,0,0,0,0,128,37
"NA__NA__NA__NA__NA__NA__NA__Seq_8632",0,0,0,0,0,95,68
"NA__NA__NA__NA__NA__NA__NA__Seq_8633",0,0,0,0,0,114,48
"NA__NA__NA__NA__NA__NA__NA__Seq_8634",0,0,0,0,0,27,135
"NA__NA__NA__NA__NA__NA__NA__Seq_8635",0,0,0,0,0,160,0
"NA__NA__Dinophyceae__NA__NA__NA__NA__Seq_8636",0,0,0,0,0,146,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8637",0,0,0,0,0,142,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8638",0,0,0,0,0,68,70
"NA__NA__NA__NA__NA__NA__NA__Seq_8639",0,0,0,0,0,136,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8640",0,0,0,0,0,120,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8641",0,0,0,0,0,56,62
"NA__NA__NA__NA__NA__NA__NA__Seq_8642",0,0,0,0,0,117,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8643",0,0,0,0,0,59,58
"NA__NA__NA__NA__NA__NA__NA__Seq_8644",0,0,0,0,0,111,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8645",0,0,0,0,0,110,0
"NA__Bacillariophyta__NA__NA__NA__NA__NA__Seq_8646",0,0,0,0,0,109,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8647",0,0,0,0,0,109,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8648",0,0,0,0,0,45,64
"NA__NA__NA__NA__NA__NA__NA__Seq_8649",0,0,0,0,0,74,34
"NA__NA__NA__NA__NA__NA__NA__Seq_8650",0,0,0,0,0,81,26
"NA__NA__NA__NA__NA__NA__NA__Seq_8651",0,0,0,0,0,106,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8652",0,0,0,0,0,104,0
"NA__Bacillariophyta__NA__NA__NA__NA__NA__Seq_8653",0,0,0,0,0,104,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8654",0,0,0,0,0,104,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8655",0,0,0,0,0,99,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8656",0,0,0,0,0,41,57
"NA__NA__NA__NA__NA__NA__NA__Seq_8657",0,0,0,0,0,97,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8658",0,0,0,0,0,97,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8659",0,0,0,0,0,96,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8660",0,0,0,0,0,95,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8661",0,0,0,0,0,94,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8662",0,0,0,0,0,63,30
"NA__NA__NA__NA__NA__NA__NA__Seq_8663",0,0,0,0,0,86,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8664",0,0,0,0,0,84,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8665",0,0,0,0,0,84,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8666",0,0,0,0,0,30,54
"NA__NA__NA__NA__NA__NA__NA__Seq_8667",0,0,0,0,0,83,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8668",0,0,0,0,0,83,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8669",0,0,0,0,0,83,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8670",0,0,0,0,0,82,0
"NA__Bacillariophyta__NA__NA__NA__NA__NA__Seq_8671",0,0,0,0,0,81,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8672",0,0,0,0,0,81,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8673",0,0,0,0,0,80,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8674",0,0,0,0,0,4,76
"NA__NA__NA__NA__NA__NA__NA__Seq_8675",0,0,0,0,0,36,43
"NA__NA__NA__NA__NA__NA__NA__Seq_8676",0,0,0,0,0,78,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8677",0,0,0,0,0,38,39
"NA__NA__NA__NA__NA__NA__NA__Seq_8678",0,0,0,0,0,76,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8679",0,0,0,0,0,76,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8680",0,0,0,0,0,26,50
"NA__NA__NA__NA__NA__NA__NA__Seq_8681",0,0,0,0,0,75,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8682",0,0,0,0,0,75,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8683",0,0,0,0,0,74,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8684",0,0,0,0,0,73,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8685",0,0,0,0,0,71,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8686",0,0,0,0,0,71,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8687",0,0,0,0,0,70,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8688",0,0,0,0,0,70,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8689",0,0,0,0,0,70,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8690",0,0,0,0,0,59,11
"NA__NA__NA__NA__NA__NA__NA__Seq_8691",0,0,0,0,0,41,28
"NA__NA__NA__NA__NA__NA__NA__Seq_8692",0,0,0,0,0,67,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8693",0,0,0,0,0,66,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8694",0,0,0,0,0,66,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8695",0,0,0,0,0,66,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8696",0,0,0,0,0,65,0
"Metazoa__Arthropoda__Hexanauplia__NA__NA__NA__NA__Seq_8697",0,0,0,0,0,65,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8698",0,0,0,0,0,49,15
"NA__NA__NA__NA__NA__NA__NA__Seq_8699",0,0,0,0,0,62,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8700",0,0,0,0,0,38,23
"NA__NA__NA__NA__NA__NA__NA__Seq_8701",0,0,0,0,0,59,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8702",0,0,0,0,0,58,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8703",0,0,0,0,0,57,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8704",0,0,0,0,0,57,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8705",0,0,0,0,0,56,0
"NA__NA__Dinophyceae__NA__NA__NA__NA__Seq_8706",0,0,0,0,0,56,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8707",0,0,0,0,0,25,31
"NA__NA__NA__NA__NA__NA__NA__Seq_8708",0,0,0,0,0,55,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8709",0,0,0,0,0,55,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8710",0,0,0,0,0,54,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8711",0,0,0,0,0,54,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8712",0,0,0,0,0,54,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8713",0,0,0,0,0,54,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8714",0,0,0,0,0,32,22
"NA__NA__NA__NA__NA__NA__NA__Seq_8715",0,0,0,0,0,53,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8716",0,0,0,0,0,53,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8717",0,0,0,0,0,53,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8718",0,0,0,0,0,31,22
"NA__NA__NA__NA__NA__NA__NA__Seq_8719",0,0,0,0,0,52,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8720",0,0,0,0,0,52,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8721",0,0,0,0,0,52,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8722",0,0,0,0,0,52,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8723",0,0,0,0,0,51,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8724",0,0,0,0,0,51,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8725",0,0,0,0,0,50,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8726",0,0,0,0,0,49,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8727",0,0,0,0,0,49,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8728",0,0,0,0,0,48,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8729",0,0,0,0,0,47,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8730",0,0,0,0,0,47,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8731",0,0,0,0,0,47,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8732",0,0,0,0,0,46,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8733",0,0,0,0,0,46,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8734",0,0,0,0,0,17,29
"NA__NA__NA__NA__NA__NA__NA__Seq_8735",0,0,0,0,0,45,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8736",0,0,0,0,0,26,19
"NA__NA__NA__NA__NA__NA__NA__Seq_8737",0,0,0,0,0,44,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8738",0,0,0,0,0,44,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8739",0,0,0,0,0,43,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8740",0,0,0,0,0,42,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8741",0,0,0,0,0,42,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8742",0,0,0,0,0,42,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8743",0,0,0,0,0,23,19
"NA__NA__NA__NA__NA__NA__NA__Seq_8744",0,0,0,0,0,41,0
"NA__NA__Dinophyceae__NA__NA__NA__NA__Seq_8745",0,0,0,0,0,41,0
"Metazoa__NA__NA__NA__NA__NA__NA__Seq_8746",0,0,0,0,0,26,15
"NA__NA__NA__NA__NA__NA__NA__Seq_8747",0,0,0,0,0,14,27
"NA__NA__NA__NA__NA__NA__NA__Seq_8748",0,0,0,0,0,40,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8749",0,0,0,0,0,40,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8750",0,0,0,0,0,40,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8751",0,0,0,0,0,40,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8752",0,0,0,0,0,39,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8753",0,0,0,0,0,39,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8754",0,0,0,0,0,39,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8755",0,0,0,0,0,39,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8756",0,0,0,0,0,38,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8757",0,0,0,0,0,38,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8758",0,0,0,0,0,37,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8759",0,0,0,0,0,36,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8760",0,0,0,0,0,36,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8761",0,0,0,0,0,36,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8762",0,0,0,0,0,36,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8763",0,0,0,0,0,26,10
"NA__NA__NA__NA__NA__NA__NA__Seq_8764",0,0,0,0,0,35,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8765",0,0,0,0,0,12,23
"NA__NA__NA__NA__NA__NA__NA__Seq_8766",0,0,0,0,0,34,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8767",0,0,0,0,0,34,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8768",0,0,0,0,0,34,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8769",0,0,0,0,0,34,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8770",0,0,0,0,0,34,0
"NA__Bacillariophyta__NA__NA__NA__NA__NA__Seq_8771",0,0,0,0,0,33,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8772",0,0,0,0,0,33,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8773",0,0,0,0,0,31,0
"Metazoa__Arthropoda__NA__NA__NA__NA__NA__Seq_8774",0,0,0,0,0,31,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8775",0,0,0,0,0,31,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8776",0,0,0,0,0,31,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8777",0,0,0,0,0,5,26
"NA__NA__NA__NA__NA__NA__NA__Seq_8778",0,0,0,0,0,30,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8779",0,0,0,0,0,30,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8780",0,0,0,0,0,30,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8781",0,0,0,0,0,30,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8782",0,0,0,0,0,29,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8783",0,0,0,0,0,29,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8784",0,0,0,0,0,29,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8785",0,0,0,0,0,29,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8786",0,0,0,0,0,29,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8787",0,0,0,0,0,29,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8788",0,0,0,0,0,29,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8789",0,0,0,0,0,29,0
"Metazoa__Mollusca__Bivalvia__Veneroida__NA__NA__NA__Seq_8790",0,0,0,0,0,29,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8791",0,0,0,0,0,29,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8792",0,0,0,0,0,28,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8793",0,0,0,0,0,28,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8794",0,0,0,0,0,15,13
"NA__NA__NA__NA__NA__NA__NA__Seq_8795",0,0,0,0,0,27,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8796",0,0,0,0,0,27,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8797",0,0,0,0,0,27,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8798",0,0,0,0,0,27,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8799",0,0,0,0,0,27,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8800",0,0,0,0,0,26,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8801",0,0,0,0,0,26,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8802",0,0,0,0,0,26,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8803",0,0,0,0,0,26,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8804",0,0,0,0,0,26,0
"NA__NA__NA__NA__NA__NA__NA__Seq_8805",0,0,0,0,0,25,0
