"","tmp.hash","tmp.tx","wholetax.tg"
"119","bc5069576a0c71ea14d6eeea9ae0daae828725f5","Taxon_119","Metazoa__Rotifera__Monogononta__Ploima__Brachionidae__Keratella__NA"
"120","900f6e82f5a60fc8f5d0f34b3b892b0d37214583","Taxon_120","Metazoa__Rotifera__Monogononta__Ploima__NA__NA__NA"
"121","33b5a24257919060718d5cb00eb0c2db077398ab","Taxon_121","Metazoa__Arthropoda__Insecta__Diptera__Chironomidae__NA__NA"
"122","50b914f85a860f7984a8981f3caab7cdfde3075e","Taxon_122","Metazoa__Arthropoda__Insecta__Diptera__Simuliidae__NA__NA"
"123","4a970b56b3a75e7684a9d406196cb48973686c8d","Taxon_123","Metazoa__Rotifera__Monogononta__Ploima__NA__NA__NA"
"124","6adc9fbe0a5ad0fdc3f23263802b82028f437de4","Taxon_124","Metazoa__Rotifera__Monogononta__Ploima__NA__NA__NA"
"125","06f8ea57f4ff330cce3990c770e8e6e03e77af81","Taxon_125","Metazoa__NA__NA__NA__NA__NA__NA"
"126","0e7b88c586afa3e01d342ddd6e62a41a399016b2","Taxon_126","Metazoa__Tardigrada__NA__NA__NA__NA__NA"
"127","40d06ecbbc4788f0ce055e86df8c823b659ae18d","Taxon_127","Metazoa__Arthropoda__Hexanauplia__NA__NA__NA__NA"
"128","d34e6422140d73d7ac8beadc8b5bfc44d603877c","Taxon_128","Metazoa__Nematoda__Chromadorea__Rhabditida__Aphelenchoididae__NA__NA"
"129","b52103e9808a16f635dc998da9c4327e8d836a6a","Taxon_129","Metazoa__Nematoda__Chromadorea__NA__NA__NA__NA"
"130","5b9c1dbdff59345e99598333b97bf639774c9f74","Taxon_130","Metazoa__Rotifera__Monogononta__Ploima__NA__NA__NA"
"131","f44999d464de39993430b9d08f6ddd8b5b881045","Taxon_131","Metazoa__Rotifera__Monogononta__Ploima__NA__NA__NA"
"132","8d80ddf45fd6f9c58e94787960b6692e627aa00b","Taxon_132","Metazoa__NA__NA__NA__NA__NA__NA"
"133","eddbc242cd47c3016d463372424ce95a4e451858","Taxon_133","Metazoa__Arthropoda__Insecta__Trichoptera__Limnephilidae__NA__NA"
"134","55d9b76e3358f870c84f42b0af67237bfb14c4eb","Taxon_134","Fungi__NA__NA__NA__NA__NA__NA"
"135","0f582a1085a2d342748cad2414d96cc6efec2c7f","Taxon_135","Metazoa__Arthropoda__Insecta__Diptera__NA__NA__NA"
"136","b80d18f689dfdef2e50f31cb257abb9ec2ef2c78","Taxon_136","Metazoa__Rotifera__Monogononta__Ploima__NA__NA__NA"
"137","16b29c86864cacf1416bd11fde385f890522e481","Taxon_137","Metazoa__NA__NA__NA__NA__NA__NA"
"138","330672ae441870dacf1934373e4463966ddf1498","Taxon_138","Metazoa__Arthropoda__Insecta__NA__NA__NA__NA"
"139","340e7e57e7a5c733dee46c76e2994c6a9d09d539","Taxon_139","Metazoa__Mollusca__Gastropoda__NA__NA__NA__NA"
"140","86e4cf625e005b1b6c1d7ed3e2ca757c56229a4e","Taxon_140","Metazoa__Rotifera__Bdelloidea__NA__NA__NA__NA"
"141","1338e833c5cc106a1a22f39c43f4ac3db7cb6270","Taxon_141","Metazoa__Chordata__NA__NA__NA__NA__NA"
