"","tmp.hash","tmp.tx","wholetax.tg"
"119","b2443cb63ce30026dafa98f9b2afb7d40ff4c3e2","Taxon_119","Metazoa__Chordata__Mammalia__Primates__Hominidae__Homo__Homo sapiens"
"120","c8e84d52621741278b1d2b2646ad23686a2773a9","Taxon_120","Metazoa__Chordata__Mammalia__Rodentia__Cricetidae__Ondatra__Ondatra zibethicus"
"121","762874ae34a100fa6212e778b2265633b7113596","Taxon_121","Metazoa__Chordata__Aves__Passeriformes__NA__NA__NA"
"122","c2bf3f7b5b2dfc1037651ace9d7c3f43366f5522","Taxon_122","Metazoa__Chordata__Actinopteri__Salmoniformes__Salmonidae__NA__NA"
"123","ab92cb70c3366489d4a355ebe7f615824da27871","Taxon_123","Metazoa__Chordata__Actinopteri__Salmoniformes__Salmonidae__NA__NA"
"124","6279f1a18ac03d3ea138d8a22821212a4045093e","Taxon_124","Metazoa__Chordata__Mammalia__Carnivora__Canidae__NA__NA"
"125","a10770617a5168940c4b60b6be02cc821f8dc60c","Taxon_125","Metazoa__Chordata__Mammalia__Carnivora__Canidae__NA__NA"
"126","ac37a32df3be6ff435b9a0b95e28575d12c3139e","Taxon_126","Metazoa__Chordata__Mammalia__Carnivora__Canidae__NA__NA"
"127","fd1db39cdfb63cb59fde8427d0cdb9a8d7bfe7f8","Taxon_127","Metazoa__Chordata__Actinopteri__Salmoniformes__Salmonidae__NA__NA"
"128","3bd31947f919e2323f2eadc2db1e11f5e4571705","Taxon_128","Metazoa__Chordata__Mammalia__Rodentia__Muridae__Rattus__Rattus norvegicus"
"129","9c177b556ac925aa7f5fa05607d9a4820e3dd201","Taxon_129","Metazoa__NA__NA__NA__NA__NA__NA"
"130","f0536f4e4bb4d7f10d36b30b5181c21e468e9c7d","Taxon_130","Metazoa__Chordata__Aves__Passeriformes__NA__NA__NA"
"131","142fc081ec09169bdcc12647178457dae97d98e6","Taxon_131","Metazoa__Chordata__Mammalia__NA__NA__NA__NA"
"132","daa66fc450207a9a0a5b3d8955a32e5ee77468af","Taxon_132","Metazoa__Chordata__Mammalia__Carnivora__Canidae__NA__NA"
"133","fd413330392a62200a33b8dd92144d1eb4f9186f","Taxon_133","Metazoa__Chordata__Actinopteri__Perciformes__Cottidae__NA__NA"
