"","MiMammal.0321.2Brn.Dn.3","MiMammal.0321.4Pad.Dn.2","MiMammal.0321.2Brn.Up.1","MiMammal.0321.4Pad.Up11.2","MiMammal.0321.5Sqm.Dn.2","MiMammal.0321.5Sqm.Up.3","MiMammal.0421.1Prt.Dn.1","MiMammal.0421.1Prt.Dn.2","MiMammal.0421.1Prt.Up.3","MiMammal.0421.2Brn.Dn.1","MiMammal.0421.2Brn.Up.1","MiMammal.0421.3Chk.Dn.3","MiMammal.0421.4Pad.Dn.1","MiMammal.0421.4Pad.Dn.3","MiMammal.0421.5Sqm.Dn.1","MiMammal.0821.1Prt.Up.3","MiMammal.0821.2Brn.Up.2","MiMammal.0821.3Chk.Up.1","MiMammal.0821.4Pad.Dn.1","MiMammal.0821.4Pad.Up11.1","MiMammal.0821.4Pad.Up5.1","MiMammal.0821.5Sqm.Dn.1","MiMammal.0821.5Sqm.Up.2","MiMammal.0821.Kangaroo","MiMammal.0321.1Prt.Up.1","MiMammal.0321.2Brn.Dn.2"
"Metazoa__Chordata__Mammalia__NA__NA__NA__NA__Seq_627",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_628",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_629",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
"Metazoa__Chordata__Mammalia__NA__NA__NA__NA__Seq_630",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0
"Metazoa__Chordata__NA__NA__NA__NA__NA__Seq_631",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0
"Metazoa__Chordata__Mammalia__NA__NA__NA__NA__Seq_632",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_633",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0
"Metazoa__Chordata__Aves__Passeriformes__Paridae__Poecile__Poecile atricapillus__Seq_634",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0
"Metazoa__NA__NA__NA__NA__NA__NA__Seq_635",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_636",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_637",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_638",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_639",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_640",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
"Metazoa__Chordata__Aves__Passeriformes__Corvidae__Corvus__NA__Seq_641",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_642",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
"Metazoa__NA__NA__NA__NA__NA__NA__Seq_643",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_644",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_645",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_646",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_647",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
"Metazoa__Chordata__Mammalia__NA__NA__NA__NA__Seq_648",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_649",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_650",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_651",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0
"Metazoa__Chordata__Mammalia__Primates__NA__NA__NA__Seq_652",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,648,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_653",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,38
"NA__NA__NA__NA__NA__NA__NA__Seq_654",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_655",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
"Metazoa__Chordata__Aves__Passeriformes__NA__NA__NA__Seq_656",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_657",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_658",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_659",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_660",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_661",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_662",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
"Metazoa__Chordata__Mammalia__Primates__NA__NA__NA__Seq_663",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_664",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_665",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
"NA__NA__NA__NA__NA__NA__NA__Seq_666",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_667",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_668",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_669",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_670",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_671",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_672",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_673",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_674",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_675",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_676",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_677",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,14
"NA__NA__NA__NA__NA__NA__NA__Seq_678",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_679",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_680",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_681",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_682",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_683",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_684",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_685",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_686",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_687",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_688",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_689",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"Metazoa__NA__NA__NA__NA__NA__NA__Seq_690",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,0,0,0,0
"Metazoa__Chordata__Aves__Passeriformes__Passerellidae__Pipilo__Pipilo maculatus__Seq_691",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,29,0
"Metazoa__Chordata__Aves__Passeriformes__NA__NA__NA__Seq_692",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_693",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"Metazoa__Chordata__Mammalia__Artiodactyla__Suidae__Sus__Sus scrofa__Seq_694",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0
"Metazoa__Chordata__Aves__NA__NA__NA__NA__Seq_695",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,0,0,0
"Metazoa__Chordata__Aves__NA__NA__NA__NA__Seq_696",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0
"Metazoa__Chordata__Mammalia__Chiroptera__Vespertilionidae__Myotis__NA__Seq_697",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_698",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0
"Metazoa__Chordata__Mammalia__NA__NA__NA__NA__Seq_699",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_701",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_702",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_703",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_704",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_705",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_706",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
"Metazoa__Chordata__Amphibia__Caudata__Ambystomatidae__Ambystoma__NA__Seq_707",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_708",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
"Metazoa__NA__NA__NA__NA__NA__NA__Seq_709",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_710",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_711",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_712",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"Metazoa__Chordata__Mammalia__Diprotodontia__Macropodidae__Osphranter__Osphranter rufus__Seq_713",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31754,0,0
"Metazoa__Chordata__Mammalia__Diprotodontia__Macropodidae__Osphranter__Osphranter rufus__Seq_714",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,922,0,0
"Metazoa__Chordata__Mammalia__Diprotodontia__NA__NA__NA__Seq_715",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,861,0,0
"Metazoa__Chordata__Mammalia__Diprotodontia__Macropodidae__Osphranter__Osphranter robustus__Seq_716",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,0,0
"Metazoa__Chordata__Mammalia__Diprotodontia__NA__NA__NA__Seq_717",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0
"Metazoa__Chordata__Mammalia__Diprotodontia__Macropodidae__Macropus__Macropus giganteus__Seq_718",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0
"Metazoa__Chordata__Mammalia__Diprotodontia__Macropodidae__Macropus__Macropus fuliginosus__Seq_719",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0
"Metazoa__Chordata__Mammalia__Diprotodontia__Macropodidae__Macropus__Macropus giganteus__Seq_720",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0
"Metazoa__Chordata__Mammalia__Diprotodontia__Macropodidae__Macropus__Macropus giganteus__Seq_721",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0
"Metazoa__Chordata__Mammalia__Diprotodontia__Macropodidae__Macropus__Macropus giganteus__Seq_722",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0
"Metazoa__Chordata__Mammalia__Diprotodontia__Macropodidae__NA__NA__Seq_723",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0
"Metazoa__Chordata__Mammalia__Diprotodontia__NA__NA__NA__Seq_724",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
"Metazoa__Chordata__Mammalia__Artiodactyla__Suidae__Sus__Sus scrofa__Seq_725",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1978,0
"NA__NA__NA__NA__NA__NA__NA__Seq_726",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
"Metazoa__Chordata__Mammalia__Rodentia__Muridae__Rattus__NA__Seq_727",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526,0
"NA__NA__NA__NA__NA__NA__NA__Seq_728",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"Metazoa__Chordata__Mammalia__Primates__Hominidae__Homo__Homo sapiens__Seq_729",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335,0
"Metazoa__Chordata__Aves__Passeriformes__NA__NA__NA__Seq_730",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0
"NA__NA__NA__NA__NA__NA__NA__Seq_731",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0
"NA__NA__NA__NA__NA__NA__NA__Seq_732",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0
"Metazoa__Chordata__Mammalia__Primates__Hominidae__Homo__Homo sapiens__Seq_733",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0
"NA__NA__NA__NA__NA__NA__NA__Seq_734",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
"NA__NA__NA__NA__NA__NA__NA__Seq_735",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_736",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"NA__NA__NA__NA__NA__NA__NA__Seq_737",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419
"NA__NA__NA__NA__NA__NA__NA__Seq_738",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270
"Metazoa__NA__NA__NA__NA__NA__NA__Seq_739",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270
"Metazoa__Chordata__Mammalia__Rodentia__NA__NA__NA__Seq_740",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236
"NA__NA__NA__NA__NA__NA__NA__Seq_741",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233
"NA__NA__NA__NA__NA__NA__NA__Seq_742",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188
"NA__NA__NA__NA__NA__NA__NA__Seq_743",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182
"Metazoa__Chordata__Aves__Galliformes__Phasianidae__NA__NA__Seq_744",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
"NA__NA__NA__NA__NA__NA__NA__Seq_745",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162
"NA__NA__NA__NA__NA__NA__NA__Seq_746",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146
"NA__NA__NA__NA__NA__NA__NA__Seq_747",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94
"NA__NA__NA__NA__NA__NA__NA__Seq_748",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76
"NA__NA__NA__NA__NA__NA__NA__Seq_749",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
"NA__NA__NA__NA__NA__NA__NA__Seq_750",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73
"NA__NA__NA__NA__NA__NA__NA__Seq_751",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
"NA__NA__NA__NA__NA__NA__NA__Seq_752",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
"NA__NA__NA__NA__NA__NA__NA__Seq_753",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
"NA__NA__NA__NA__NA__NA__NA__Seq_754",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
"NA__NA__NA__NA__NA__NA__NA__Seq_755",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
"NA__NA__NA__NA__NA__NA__NA__Seq_756",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
"NA__NA__NA__NA__NA__NA__NA__Seq_757",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
"NA__NA__NA__NA__NA__NA__NA__Seq_758",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
"NA__NA__NA__NA__NA__NA__NA__Seq_759",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
"NA__NA__NA__NA__NA__NA__NA__Seq_760",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
"NA__NA__NA__NA__NA__NA__NA__Seq_761",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
"NA__NA__NA__NA__NA__NA__NA__Seq_762",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"NA__NA__NA__NA__NA__NA__NA__Seq_763",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"NA__NA__NA__NA__NA__NA__NA__Seq_764",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"NA__NA__NA__NA__NA__NA__NA__Seq_765",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"NA__NA__NA__NA__NA__NA__NA__Seq_766",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"NA__NA__NA__NA__NA__NA__NA__Seq_767",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"NA__NA__NA__NA__NA__NA__NA__Seq_768",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"NA__NA__NA__NA__NA__NA__NA__Seq_769",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
